p_code,p_name,start_date,earning,earn_7d,earn_14d,earn_28d,earn_35d,path_1m,path_3m,path_6m,path_1y,start_money
340005,兴全货币A,2019-01-21,1.5041,2.992,3.0292,3.0742,3.1078,0.2634,0.7819,1.6733,3.8949,100.0
541011,汇丰晋信货币B,2019-01-21,1.4715,3.873,2.9062,3.1079,3.0481,0.2577,0.7037,1.3961,3.1944,5000000.0
004331,太平日日鑫货币B,2019-01-21,1.412,4.298,3.957,3.5605,3.3498,0.2903,0.7255,1.6301,3.7064,5000000.0
540011,汇丰晋信货币A,2019-01-21,1.4068,3.635,2.6645,2.8658,2.8056,0.2376,0.6429,1.2725,2.9466,1000.0
000665,博时现金收益货币B,2019-01-21,1.3771,3.294,3.1738,3.1125,3.1143,0.2596,0.7483,1.5582,3.6876,5000000.0
002889,交银天利宝货币A,2019-01-21,1.3742,2.986,2.8218,3.3497,3.2714,0.2776,0.7851,1.6429,3.8058,100.0
000700,泰达宏利货币B,2019-01-21,1.3739,3.23,2.2479,4.721,4.582,0.3686,0.8813,1.6451,3.8073,3000000.0
004330,太平日日鑫货币A,2019-01-21,1.3473,4.049,3.7082,3.3123,3.1022,0.2698,0.6658,1.5092,3.46,100.0
003535,浦银安盛日日丰货币B,2019-01-21,1.3396,3.423,3.4463,3.6142,3.676,0.3003,0.8576,1.6738,3.6862,5000000.0
050003,博时现金收益货币A,2019-01-21,1.3116,3.048,2.9274,2.8662,2.8679,0.2392,0.6874,1.4354,3.4413,100.0
162206,泰达宏利货币A,2019-01-21,1.3076,2.981,2.0005,4.4705,4.3317,0.3483,0.8204,1.5213,3.5587,100.0
003317,中银证券现金管家货币B,2019-01-21,1.2857,3.077,3.0147,2.9883,3.0989,0.2512,0.7185,1.545,3.5575,5000000.0
003534,浦银安盛日日丰货币A,2019-01-21,1.2747,3.177,3.204,3.3763,3.4371,0.2807,0.7975,1.5509,3.4386,100.0
001234,国金众赢货币,2019-01-21,1.239,3.2,3.3909,3.537,3.656,0.2961,0.8647,1.799,3.9557,100.0
200103,长城货币B,2019-01-21,1.2195,3.322,3.1684,3.2454,3.2852,0.2732,0.7559,1.574,3.6377,5000000.0
003316,中银证券现金管家货币A,2019-01-21,1.2194,2.828,2.7657,2.7409,2.8507,0.2307,0.6573,1.4218,3.3085,100.0
519998,长信利息收益货币B,2019-01-21,1.1688,3.09,3.0926,2.9962,2.9827,0.2678,0.7051,1.4155,3.3329,5000000.0
070088,嘉实货币B,2019-01-21,1.1671,3.321,3.358,3.2679,3.2716,0.2742,0.8082,1.6947,3.8149,5000000.0
200003,长城货币A,2019-01-21,1.1541,3.075,2.9216,3.0004,3.0411,0.2529,0.6958,1.4518,3.3905,100.0
519999,长信利息收益货币A,2019-01-21,1.1446,2.998,2.9994,2.9097,2.8953,0.2601,0.6823,1.3351,3.1287,100.0
070008,嘉实货币A,2019-01-21,1.1013,3.073,3.1095,3.0194,3.023,0.2537,0.7471,1.5716,3.5659,100.0
004749,华泰紫金天天金交易型货币B,2019-01-21,1.0955,3.217,3.2483,3.5566,3.4459,0.2931,0.792,1.5888,3.4013,100.0
004186,江信增利货币B,2019-01-21,1.0887,2.905,2.8067,3.1937,3.1485,0.2672,0.7439,1.614,3.6842,5000000.0
003480,财通资管鑫管家货币B,2019-01-21,1.0773,3.412,3.387,3.39,3.3876,0.2798,0.8542,1.7806,3.9443,5000000.0
150015,银河银富货币B,2019-01-21,1.0618,3.229,3.2002,3.3285,3.3453,0.2812,0.782,1.4639,3.4374,5000000.0
000425,长盛添利宝货币B,2019-01-21,1.0473,2.465,2.4384,2.8836,3.0,0.2468,0.7024,1.4279,3.4256,5000000.0
040039,华安日日鑫货币B,2019-01-21,1.0386,3.142,3.1317,3.1046,3.0959,0.2597,0.7714,1.6255,3.7827,5000000.0
004185,江信增利货币A,2019-01-21,1.0231,2.659,2.5604,2.9472,2.9016,0.2469,0.6833,1.4898,3.4357,100.0
003479,财通资管鑫管家货币A,2019-01-21,1.0123,3.164,3.1402,3.1429,3.1395,0.2594,0.7932,1.6575,3.6951,100.0
003465,平安金管家货币,2019-01-21,1.0082,3.375,3.499,3.3672,3.3665,0.2818,0.8356,1.7482,3.853,100.0
150005,银河银富货币A,2019-01-21,0.9991,2.989,2.9595,3.1029,3.1204,0.2626,0.7234,1.3429,3.1916,100.0
004971,南方天天宝货币B,2019-01-21,0.9987,2.922,2.8433,3.165,3.1248,0.264,0.7556,1.7107,3.7599,100.0
000540,国金金腾通货币A,2019-01-21,0.9933,3.11,3.0927,3.0405,2.9785,0.2516,0.7986,1.7104,3.7935,100.0
630112,华商现金增利货币B,2019-01-21,0.9826,2.541,2.2315,2.9238,2.8386,0.2429,0.5994,1.2238,3.0139,5000000.0
005202,兴业稳天盈货币B,2019-01-21,0.9826,3.125,3.0819,3.202,3.2172,0.268,0.7822,1.7311,3.9567,3000000.0
000424,长盛添利宝货币A,2019-01-21,0.9813,2.216,2.1875,2.6335,2.752,0.2261,0.6415,1.3046,3.1777,100.0
180009,银华货币B,2019-01-21,0.9763,3.144,3.207,3.2134,3.2158,0.2695,0.7256,1.4967,3.4642,5000000.0
004097,农银汇理日日鑫交易型货币A,2019-01-21,0.9744,3.423,3.4545,3.411,3.3858,0.2826,0.803,1.7114,3.8643,100.0
040038,华安日日鑫货币A,2019-01-21,0.9734,2.897,2.8861,2.8597,2.851,0.2394,0.7107,1.5022,3.5373,100.0
003585,先锋现金宝货币,2019-01-21,0.9594,2.83,2.7969,3.0263,2.8825,0.2484,0.6567,1.312,3.2102,100.0
004137,博时合惠货币B,2019-01-21,0.9529,3.453,3.4164,3.5398,3.5258,0.2953,0.8721,1.8235,4.1358,5000000.0
000677,工银现金货币,2019-01-21,0.9411,3.13,3.2157,3.3402,3.2668,0.2768,0.801,1.6954,3.8153,100.0
620011,金元顺安金元宝货币B,2019-01-21,0.9398,3.142,3.1291,3.22,3.2027,0.2738,0.7989,1.6513,3.9186,5000000.0
000759,平安财富宝货币,2019-01-21,0.9385,3.36,3.3785,3.1997,3.2134,0.2683,0.794,1.701,3.8777,100.0
004970,南方天天宝货币A,2019-01-21,0.9333,2.678,2.5994,2.9202,2.8803,0.2437,0.6963,1.5896,3.5139,100.0
001401,德邦如意货币,2019-01-21,0.9274,3.579,3.1745,3.1915,3.3313,0.2637,0.8037,1.6928,3.7912,100.0
003792,民生加银现金宝货币C,2019-01-21,0.9241,3.318,3.4862,3.3879,3.3509,0.2816,0.8433,1.8036,4.0007,100.0
000908,农银红利日结货币B,2019-01-21,0.9228,3.24,3.2091,3.2612,3.231,0.2718,0.7858,1.6764,3.8048,5000000.0
004973,长城收益宝货币B,2019-01-21,0.9202,3.422,3.6003,3.6223,3.6246,0.3028,0.892,1.9472,4.319,100.0
002912,兴业稳天盈货币A,2019-01-21,0.9168,2.878,2.835,2.9546,2.9694,0.2475,0.7211,1.6076,3.7076,100.0
630012,华商现金增利货币A,2019-01-21,0.9168,2.299,1.9895,2.6828,2.598,0.2223,0.5384,1.1012,2.7666,100.0
003474,南方天天利货币B,2019-01-21,0.9167,3.394,3.3997,3.4285,3.4412,0.2874,0.8536,1.8323,4.1307,100.0
180008,银华货币A,2019-01-21,0.9115,2.9,2.9621,2.9691,2.9723,0.2493,0.6654,1.3762,3.2189,100.0
003267,新华壹诺宝货币B,2019-01-21,0.9104,3.502,3.7434,3.1595,3.1186,0.2626,0.7564,1.5599,3.5881,5000000.0
004545,永赢天天利货币,2019-01-21,0.9024,3.158,3.4223,4.1633,4.0305,0.3473,0.9183,1.8816,4.0884,100.0
000891,博时现金宝货币B,2019-01-21,0.902,3.379,3.4264,3.399,3.3794,0.2835,0.8365,1.766,4.0152,100.0
000560,诺安天天宝E,2019-01-21,0.9003,2.86,2.8273,3.031,3.0627,0.2557,0.7237,1.509,3.6641,100.0
000533,永赢货币,2019-01-21,0.8996,3.258,3.188,3.8761,3.7835,0.3269,0.8625,1.7903,3.902,100.0
002183,广发天天红货币B,2019-01-21,0.8988,3.06,3.094,3.2327,3.289,0.2741,0.7939,1.6899,3.8933,100.0
110016,易方达货币B,2019-01-21,0.8958,2.503,2.5039,3.0831,3.1332,0.2607,0.6899,1.4288,3.1928,10000000.0
001386,天弘弘运宝货币A,2019-01-21,0.8921,3.202,3.1647,3.069,3.0746,0.255,0.7917,1.6605,3.889,100.0
000836,国投瑞银钱多宝货币A,2019-01-21,0.891,3.3,3.3291,3.3179,3.3352,0.2769,0.8227,1.7879,4.0221,100.0
000837,国投瑞银钱多宝货币I,2019-01-21,0.891,3.3,3.3291,3.3179,3.3352,0.2769,0.8227,1.788,4.0221,100.0
004862,泰康现金管家货币B,2019-01-21,0.891,2.626,2.5422,3.2563,3.1417,0.2707,0.7713,1.5856,3.7239,5000000.0
004863,泰康现金管家货币C,2019-01-21,0.8908,2.626,2.5418,3.256,3.1413,0.2707,0.7713,1.5855,3.7239,10000000.0
004718,万家天添宝货币B,2019-01-21,0.888,3.221,3.5571,3.4505,3.4498,0.2887,0.8495,1.8152,4.0529,30000000.0
001666,鹏华添利宝货币,2019-01-21,0.8868,3.207,3.2043,3.3196,3.3036,0.2765,0.8383,1.7965,4.0392,100.0
003538,招商招利宝货币B,2019-01-21,0.8849,3.291,3.3451,3.7323,3.686,0.3108,0.8654,1.8311,4.164,50000.0
000709,华安汇财通货币,2019-01-21,0.8804,3.032,3.0156,2.9923,3.0009,0.2511,0.7665,1.6315,3.7091,100.0
000816,南方理财金交易型货币A,2019-01-21,0.8802,2.771,2.8494,2.8846,2.928,0.2425,0.6926,1.4376,3.4253,100.0
000648,易方达财富快线货币B,2019-01-21,0.88,3.284,3.3139,3.3686,3.3362,0.2807,0.8257,1.7807,4.0122,5000000.0
003871,华泰柏瑞天添宝货币B,2019-01-21,0.8789,3.266,3.3406,3.5409,3.524,0.2962,0.8285,1.7581,4.0174,100.0
202308,南方收益宝货币B,2019-01-21,0.8774,3.253,3.2987,3.2394,3.2284,0.2714,0.8493,1.7862,4.0155,100.0
003022,建信现金添益货币A,2019-01-21,0.8771,3.149,3.1963,3.3043,3.3032,0.2769,0.8016,1.6924,3.8802,100.0
620010,金元顺安金元宝货币A,2019-01-21,0.874,2.902,2.8913,2.9816,2.9642,0.2534,0.7374,1.5275,3.6689,100.0
004179,圆信永丰丰润货币B,2019-01-21,0.8708,3.097,2.5921,3.2845,3.3648,0.276,0.7403,1.5442,3.6355,100.0
003264,新华活期添利货币B,2019-01-21,0.8688,3.238,3.3866,3.3898,3.3654,0.2815,0.8344,1.8177,4.0602,5000000.0
675072,西部利得天添金货币B,2019-01-21,0.8669,3.161,3.0354,3.8632,3.9852,0.3293,0.6359,1.3017,3.2402,5000000.0
000010,易方达天天理财货币B,2019-01-21,0.8656,3.204,3.2708,3.3092,3.275,0.2759,0.8073,1.7247,3.8912,5000000.0
003679,中融现金增利货币C,2019-01-21,0.8631,3.218,3.2267,3.1805,3.1874,0.2668,0.7757,1.6955,3.9137,5000000.0
000559,诺安天天宝A,2019-01-21,0.8613,2.712,2.6785,2.8843,2.9193,0.2436,0.688,1.438,3.4393,100.0
000662,银华活钱宝货币F,2019-01-21,0.8593,3.172,3.1893,3.5476,3.5595,0.2952,0.8169,1.7707,4.0098,100.0
003281,广发活期宝货币B,2019-01-21,0.8583,3.164,3.194,3.5231,3.5661,0.2962,0.8196,1.7079,3.9219,5000000.0
005148,新华活期添利货币E,2019-01-21,0.8578,3.197,3.3451,3.3483,3.3238,0.2781,0.8243,1.7971,4.0188,100.0
000907,农银红利日结货币A,2019-01-21,0.857,2.992,2.9613,3.0131,2.983,0.2514,0.7248,1.5525,3.5561,100.0
004217,兴业安润货币B,2019-01-21,0.8547,3.131,3.1232,3.2081,3.2079,0.2687,0.7805,1.6821,3.8843,5000000.0
004167,安信活期宝货币B,2019-01-21,0.8547,3.201,3.271,3.282,3.3356,0.2758,0.8488,1.789,4.0597,5000000.0
004972,长城收益宝货币A,2019-01-21,0.8547,3.175,3.3526,3.3739,3.376,0.2823,0.8309,1.8232,4.0695,100.0
161615,融通易支付货币B,2019-01-21,0.8543,2.989,3.0584,3.1607,3.1859,0.2659,0.7447,1.5347,3.4421,5000000.0
000790,易方达龙宝货币B,2019-01-21,0.8531,3.206,3.2275,3.3615,3.3582,0.281,0.8276,1.7447,3.9086,5000000.0
003253,大成添益交易型货币B,2019-01-21,0.8519,3.174,3.1998,3.3246,3.2943,0.2776,0.7509,1.5299,3.6749,5000000.0
003473,南方天天利货币A,2019-01-21,0.851,3.146,3.1524,3.1803,3.193,0.2668,0.7926,1.7094,3.8817,100.0
000493,南方现金通货币A,2019-01-21,0.8486,3.07,3.1099,3.1411,3.1685,0.2625,0.7986,1.724,3.907,100.0
000434,新华壹诺宝货币A,2019-01-21,0.8476,3.255,3.4971,2.9133,2.8719,0.2422,0.6954,1.4363,3.3397,100.0
000730,博时现金宝货币A,2019-01-21,0.8471,3.172,3.219,3.1919,3.1725,0.2665,0.7854,1.6632,3.8187,100.0
004968,红土创新货币B,2019-01-21,0.8465,2.554,2.4759,3.5915,3.6502,0.3054,0.7619,1.5672,3.7265,5000000.0
004373,金鹰增益货币B,2019-01-21,0.8451,3.467,3.4054,3.5425,3.5354,0.2958,0.8335,1.7,3.8822,5000000.0
004178,圆信永丰丰润货币A,2019-01-21,0.8444,2.926,2.435,3.1158,3.1919,0.2622,0.6929,1.4381,3.4033,100.0
003753,工银如意货币B,2019-01-21,0.8443,3.111,3.1713,3.3391,3.274,0.2779,0.7996,1.7268,3.982,10000000.0
003481,光大耀钱包货币B,2019-01-21,0.8436,3.184,3.0953,3.373,3.3096,0.2807,0.7772,1.646,3.7482,5000000.0
675062,西部利得天添富货币B,2019-01-21,0.8429,3.273,3.3062,3.6194,3.7113,0.3014,0.848,1.7484,3.9186,5000000.0
000860,银华惠增利货币,2019-01-21,0.8392,3.079,3.1016,3.5309,3.5228,0.2955,0.7913,1.6794,3.8798,100.0
519517,汇添富货币B,2019-01-21,0.8391,3.104,3.1313,3.3294,3.3498,0.2794,0.8059,1.7007,3.8488,5000000.0
002760,东兴安盈宝B,2019-01-21,0.838,2.911,2.9195,3.2606,3.2077,0.2748,0.7427,1.56,3.605,5000000.0
210013,金鹰货币B,2019-01-21,0.8366,3.194,3.2593,3.7047,3.7062,0.3209,0.8321,1.7135,3.9001,5000000.0
519507,万家货币B,2019-01-21,0.8366,2.924,2.9213,3.2397,3.3344,0.2771,0.7833,1.6661,3.6534,5000000.0
000705,易方达天天增利货币B,2019-01-21,0.8365,3.188,3.1817,3.0689,3.06,0.2573,0.7804,1.6927,3.9284,5000000.0
000707,景顺长城景丰货币B,2019-01-21,0.8358,3.288,3.2097,3.1752,3.1096,0.2684,0.7343,1.476,3.4176,5000000.0
004717,万家天添宝货币A,2019-01-21,0.8354,3.026,3.3626,3.2547,3.2537,0.2726,0.8014,1.7174,3.8562,100.0
000699,中银薪钱包货币,2019-01-21,0.8344,3.082,3.2129,3.1595,3.1503,0.2636,0.7955,1.6953,3.8904,100.0
000605,银华多利宝货币B,2019-01-21,0.8336,3.081,3.0874,3.2607,3.3057,0.2726,0.7805,1.6717,3.8559,5000000.0
004282,博时兴荣货币,2019-01-21,0.8324,3.066,3.0154,3.2266,3.1859,0.2695,0.7082,1.4768,3.6481,100.0
675032,西部利得天添鑫货币B,2019-01-21,0.8321,2.966,3.0773,3.4014,3.4321,0.2891,0.7554,1.5364,3.5438,5000000.0
004449,上银慧增利货币,2019-01-21,0.8318,3.038,3.0647,3.2838,3.2787,0.2801,0.7752,1.6222,3.7778,100.0
001176,山证日日添利货币B,2019-01-21,0.8316,3.096,3.1252,3.2213,3.2165,0.2693,0.7866,1.5875,3.497,5000000.0
110006,易方达货币A,2019-01-21,0.83,2.257,2.258,2.8363,2.8864,0.2403,0.629,1.3055,2.9453,100.0
004861,泰康现金管家货币A,2019-01-21,0.8249,2.379,2.2961,3.008,2.8934,0.2502,0.7102,1.4616,3.4755,100.0
001391,天弘弘运宝货币B,2019-01-21,0.824,2.945,2.9187,2.8946,2.9146,0.2412,0.761,1.6035,3.7702,5000000.0
003712,泰达宏利京元宝货币B,2019-01-21,0.8238,3.06,3.09,3.4267,3.4804,0.2874,0.8008,1.6262,3.8091,5000000.0
161623,融通汇财宝货币B,2019-01-21,0.8229,2.995,3.021,3.234,3.2733,0.2711,0.7867,1.6149,3.7053,5000000.0
000725,大成添利宝货币B,2019-01-21,0.8218,3.054,3.0689,3.0331,3.049,0.2553,0.7382,1.6058,3.7231,5000000.0
000381,景顺长城景益货币B,2019-01-21,0.82,3.249,3.174,3.1456,3.1523,0.2638,0.7553,1.5959,3.5238,5000000.0
003537,招商招利宝货币A,2019-01-21,0.819,3.043,3.0978,3.4845,3.4378,0.2903,0.8042,1.7078,3.9143,100.0
004904,人保货币B,2019-01-21,0.8181,3.191,3.2156,3.3827,3.2909,0.2792,0.7581,1.538,3.6515,5000000.0
001931,国寿安保鑫钱包货币,2019-01-21,0.8176,3.156,3.2584,3.3839,3.3242,0.2811,0.786,1.676,3.7499,100.0
482002,工银货币,2019-01-21,0.817,3.026,3.2587,3.2481,3.1924,0.2696,0.7919,1.7019,3.7589,100.0
519510,浦银安盛货币B,2019-01-21,0.8167,3.052,3.0364,3.2361,3.2441,0.2765,0.7589,1.5789,3.7103,5000000.0
004771,海富通添益货币B,2019-01-21,0.8156,2.99,3.0382,3.6847,3.6359,0.307,0.8057,1.7081,3.9863,5000000.0
001078,华夏现金宝货币B,2019-01-21,0.8148,3.079,3.103,3.1705,3.1701,0.2646,0.8138,1.6724,3.842,5000000.0
004262,招商招禧宝货币B,2019-01-21,0.8147,3.05,3.1802,3.592,3.4629,0.2954,0.8123,1.7143,3.8194,5000000.0
000647,易方达财富快线货币A,2019-01-21,0.8141,3.035,3.065,3.1196,3.0872,0.2602,0.7644,1.6567,3.7628,100.0
000476,广发天天利货币B,2019-01-21,0.814,3.038,3.0996,3.1826,3.1937,0.2675,0.7499,1.5991,3.8045,5000000.0
001096,国寿安保聚宝盆货币,2019-01-21,0.8133,3.03,3.15,3.1074,3.1133,0.2606,0.8031,1.7286,3.9219,100.0
003246,华泰柏瑞天添宝货币A,2019-01-21,0.8128,3.019,3.098,3.2953,3.2776,0.2759,0.7675,1.634,3.7676,100.0
202307,南方收益宝货币A,2019-01-21,0.8113,3.005,3.0499,2.9889,2.9781,0.2508,0.7883,1.6628,3.7659,100.0
000980,汇添富添富通货币B,2019-01-21,0.8109,2.999,2.9978,3.4037,3.3796,0.2823,0.8072,1.5461,3.3625,5000000.0
420106,天弘现金管家货币B,2019-01-21,0.8105,3.092,3.1018,3.0846,3.0856,0.2565,0.7809,1.5121,3.6111,5000000.0
004399,融通汇财宝货币E,2019-01-21,0.8093,2.943,2.9691,3.1826,3.2219,0.2668,0.774,1.5891,3.6533,100.0
004700,前海联合汇盈货币B,2019-01-21,0.8077,3.03,3.1072,3.3649,3.3119,0.2794,0.7687,1.5954,3.678,5000000.0
000748,广发活期宝货币A,2019-01-21,0.8065,2.968,2.9982,3.3268,3.3697,0.2801,0.7713,1.6097,3.7245,100.0
003034,平安交易型货币A,2019-01-21,0.805,2.968,2.9713,3.197,3.2435,0.2684,0.8244,1.6478,3.8041,100.0
000903,新华活期添利货币A,2019-01-21,0.8031,2.99,3.1379,3.1412,3.117,0.261,0.7733,1.6938,3.8109,100.0
002248,新疆前海联合海盈货币B,2019-01-21,0.8024,2.916,2.8534,3.4571,3.3916,0.2869,0.7825,1.5535,3.6788,5000000.0
000379,平安日增利货币,2019-01-21,0.8023,2.957,2.9965,2.9707,2.9709,0.2495,0.7407,1.584,3.6034,100.0
000600,汇添富和聚宝货币,2019-01-21,0.8023,2.982,3.0356,3.1363,3.1365,0.2626,0.7776,1.6548,3.82,100.0
000678,华宝现金宝货币E,2019-01-21,0.802,2.93,2.9233,3.2241,3.1734,0.2683,0.7966,1.6582,3.7752,100.0
240007,华宝现金宝货币B,2019-01-21,0.802,2.931,2.9236,3.2242,3.1734,0.2684,0.7967,1.6583,3.7752,5000000.0
675071,西部利得天添金货币A,2019-01-21,0.8013,2.876,2.7722,3.6097,3.7407,0.3086,0.5741,1.1775,2.9909,100.0
000009,易方达天天理财货币A,2019-01-21,0.7998,2.956,3.0226,3.0607,3.0265,0.2555,0.7461,1.5906,3.6422,10.0
003589,东吴增鑫宝货币B,2019-01-21,0.7988,2.423,2.2781,2.5905,2.6738,0.2217,0.6547,1.4052,3.3594,5000000.0
003678,中融现金增利货币A,2019-01-21,0.7974,2.97,2.9778,2.9316,2.9385,0.2463,0.7144,1.5712,3.6637,100.0
660107,农银货币B,2019-01-21,0.7965,2.829,3.0835,3.3766,3.3627,0.28,0.807,1.7091,3.8408,5000000.0
000543,上银慧财宝货币B,2019-01-21,0.7963,2.952,2.968,3.4009,3.3758,0.2845,0.7727,1.5825,3.7243,5000000.0
000588,招商招钱宝货币A,2019-01-21,0.7958,2.942,2.9497,3.1388,3.0994,0.2615,0.7574,1.6419,3.7598,100.0
000638,富国富钱包货币,2019-01-21,0.7957,3.038,3.032,3.0889,3.0839,0.2582,0.7743,1.688,3.9145,100.0
001982,富国收益宝交易型货币B,2019-01-21,0.7953,2.914,2.8606,3.0498,3.0809,0.2573,0.7538,1.621,3.8143,100.0
002895,华夏天利货币B,2019-01-21,0.7952,2.98,3.0995,3.1395,3.1203,0.2623,0.7713,1.6765,3.9,5000000.0
004372,金鹰增益货币A,2019-01-21,0.7935,3.27,3.2091,3.3454,3.3377,0.2795,0.785,1.602,3.6793,100.0
690210,民生加银现金增利货币B,2019-01-21,0.7908,3.239,3.021,3.4941,3.4247,0.2895,0.7678,1.701,3.8645,5000000.0
000917,嘉实快线货币A,2019-01-21,0.7893,3.0,3.0137,3.3178,3.3774,0.2791,0.8262,1.6315,3.7173,100.0
161608,融通易支付货币A,2019-01-21,0.7893,2.744,2.8132,2.9182,2.9447,0.2459,0.6851,1.4147,3.1971,100.0
004216,兴业安润货币A,2019-01-21,0.7889,2.883,2.8832,2.9645,2.9624,0.2486,0.72,1.5587,3.6355,100.0
003402,安信活期宝货币A,2019-01-21,0.7886,2.952,3.0208,3.0323,3.086,0.2553,0.7878,1.6648,3.8103,100.0
213909,宝盈货币B,2019-01-21,0.7879,3.015,2.9685,3.2153,3.1112,0.2658,0.737,1.5285,3.5932,5000000.0
000569,鹏华增值宝货币,2019-01-21,0.7876,2.948,2.9277,3.0194,3.0392,0.2548,0.7772,1.6894,3.699,100.0
004078,金信民发货币B,2019-01-21,0.7876,2.911,2.8837,4.2281,3.9856,0.3435,0.8295,1.6854,3.8506,5000000.0
000789,易方达龙宝货币A,2019-01-21,0.7875,2.959,2.979,3.1132,3.1099,0.2606,0.7666,1.6207,3.6593,100.0
003252,大成添益交易型货币A,2019-01-21,0.7848,2.925,2.9515,3.0768,3.0465,0.2572,0.6899,1.4083,3.4285,100.0
000726,大成添利宝货币E,2019-01-21,0.7834,2.909,2.9237,2.8881,2.9043,0.2433,0.7025,1.5334,3.5778,100.0
270014,广发货币B,2019-01-21,0.7834,2.848,2.8403,2.9944,3.0395,0.2571,0.7458,1.5993,3.7531,5000000.0
004984,鹏扬现金通利货币B,2019-01-21,0.7819,2.887,2.862,3.0105,2.9785,0.2517,0.736,1.5654,3.7383,5000000.0
004939,中欧滚钱宝货币C,2019-01-21,0.7813,2.905,2.9368,2.9763,2.9641,0.2491,0.7314,1.5605,3.6468,100.0
004967,红土创新货币A,2019-01-21,0.7808,2.306,2.2295,3.3455,3.4036,0.2852,0.7008,1.4443,3.4756,100.0
005017,长江优享货币B,2019-01-21,0.7793,2.911,2.9639,3.3589,3.2778,0.2779,0.7514,1.5808,3.6847,5000000.0
001478,泰康薪意保货币B,2019-01-21,0.7785,2.953,3.0269,3.4426,3.391,0.2871,0.7853,1.6585,3.8447,5000000.0
003752,工银如意货币A,2019-01-21,0.7783,2.863,2.9238,3.091,3.0259,0.2575,0.7384,1.6035,3.7327,100.0
001973,光大耀钱包货币A,2019-01-21,0.778,2.937,2.8492,3.1257,3.0624,0.2603,0.7163,1.5225,3.5003,100.0
004896,鹏华兴鑫宝货币,2019-01-21,0.7779,2.888,2.9544,2.9619,2.9578,0.248,0.7544,1.6255,3.6872,100.0
000464,嘉实活期宝货币,2019-01-21,0.7773,3.125,3.066,3.0109,3.0329,0.2536,0.7689,1.6329,3.7286,100.0
004152,先锋日添利B,2019-01-21,0.7768,2.805,2.8475,3.2316,3.3871,0.265,0.7492,1.4745,3.5294,5000000.0
675061,西部利得天添富货币A,2019-01-21,0.7767,3.022,3.0703,3.3808,3.4691,0.2816,0.7875,1.6255,3.6699,100.0
005057,东方红货币B,2019-01-21,0.7766,3.006,3.11,3.5183,3.5223,0.2925,0.7477,1.485,3.5585,5000000.0
000773,万家现金宝A,2019-01-21,0.7763,2.873,2.9109,2.9243,3.0128,0.2531,0.7562,1.5576,3.4681,100.0
002302,新沃通宝B,2019-01-21,0.7752,3.002,3.3431,3.8987,3.8524,0.3219,0.9511,1.8143,3.9408,5000000.0
000786,华融现金增利货币B,2019-01-21,0.7744,2.864,2.9012,3.0795,3.0825,0.2584,0.7177,1.4485,3.5349,5000000.0
001992,农银天天利货币B,2019-01-21,0.7744,2.857,2.9872,3.7292,3.8373,0.3047,0.8241,1.7179,3.7807,5000000.0
002759,东兴安盈宝A,2019-01-21,0.7743,2.671,2.6806,3.0207,2.9672,0.2543,0.6816,1.4363,3.3562,100.0
519518,汇添富货币A,2019-01-21,0.7737,2.857,2.8854,3.0833,3.1016,0.2591,0.7447,1.5769,3.6,100.0
